	Portfolio Val	SP500	Rolling_mean_PV	Rolling_std_PV	upper_band_PV	lower_band_PV	BB
52	10195.82534790345	1978.09	10107.080455560459	89.58129298319196	10286.243041526843	9927.917869594075	0.4953316110297838
53	10297.084514354614	1995.31	10172.221836537205	84.5111154727842	10341.244067482772	10003.199605591637	0.7387352368909383
54	10286.735694086998	1990.2	10216.241427897681	72.18953177582765	10360.620491449337	10071.862364346025	0.48825823118111134
55	10228.591290793434	1958.03	10229.145477103524	66.03694382648595	10361.219364756496	10097.071589450552	-0.004196032387158399
56	10330.241291678503	1966.97	10267.695627763402	54.389054855454084	10376.473737474309	10158.917518052494	0.5749839198467851
57	10145.634964849463	1942.74	10257.657551152606	72.5643344658716	10402.78622008435	10112.528882220862	-0.7718846119633964
58	10238.354459793218	1938.76	10245.911540240326	69.26508967878185	10384.44171959789	10107.381360882762	-0.0545518708064495
59	10276.518482766878	1932.24	10243.868097976301	67.8968071873297	10379.66171235096	10108.074483601642	0.24044123827865252
60	10301.872131740089	1931.34	10258.524266165634	71.58382580955717	10401.691917784749	10115.35661454652	0.3027769547395956
61	10012.544785895563	1881.77	10194.984965009045	117.97598852977809	10430.936942068602	9959.03298794949	-0.7732089444091964
62	9892.612155828818	1884.09	10144.380403204917	181.564809584047	10507.510022373011	9781.250784036823	-0.6933288668461806
63	10124.272417174461	1920.03	10121.563994681166	173.8054843913814	10469.174963463929	9773.953025898403	0.007791533457011494
64	10095.809278620009	1923.82	10085.422153851792	150.79343018422273	10387.009014220237	9783.835293483347	0.03444156935592798
65	10238.584769798836	1951.36	10072.764681463541	129.19149575968297	10331.147672982906	9814.381689944175	0.6417608502797538
66	10404.226496240812	1987.05	10151.10102353259	188.62618899289063	10528.353401518372	9773.848645546808	0.6709711786568561
67	10368.121294607174	1979.92	10246.202851288263	139.08529021259798	10524.373431713459	9968.032270863067	0.4382866194280986
68	10376.58389740631	1995.83	10296.665147334632	129.20801216100412	10555.08117165664	10038.249123012623	0.30926390993498326
69	10346.356866239188	2013.43	10346.774664858469	63.93396950100325	10474.642603860475	10218.906725856463	-0.003267422799973698
70	10405.984236180457	2014.89	10380.254558134791	25.23100027135318	10430.716558677497	10329.792557592085	0.5098822434495083
71	10502.5704941308	2017.46	10399.923357712789	61.23446639066262	10522.392290494114	10277.454424931464	0.8381483702588682
72	10457.885788840254	2003.69	10417.876256559404	62.72036913165872	10543.316994822722	10292.435518296086	0.3189516646248099
73	10454.938939638938	1994.24	10433.547265005931	59.53162991221011	10552.610524830352	10314.48400518151	0.17966646188381466
74	10685.835509918368	2023.86	10501.442993741768	108.59800046624359	10718.638994674255	10284.246992809281	0.8489682838769962
75	10683.865931723372	2033.11	10557.01933285035	118.21189595827498	10793.4431247669	10320.5955409338	0.536522140368153
76	10705.228181143444	2033.66	10597.550870252879	129.11561528103178	10855.782100814942	10339.319639690815	0.4169802028058188
